date,hour,day,post_type,category,traffic_source,cta,likes,comments,shares,saves,impressions,followers_gained,caption_length,hashtags
2025-07-22,22,Tuesday,image,Photography,Hashtags,0,145,3,11,18,5643,882,127,2
2025-07-01,13,Tuesday,carousel,Technology,Explore,0,132,4,2,19,10285,846,126,10
2025-06-23,3,Monday,image,Music,Hashtags,0,412,13,24,60,7642,880,99,8
2025-04-28,5,Monday,image,Travel,Hashtags,0,844,23,59,129,15313,442,147,9
2024-12-07,15,Saturday,image,Beauty,Explore,0,279,13,16,29,7491,933,110,8
2025-06-04,20,Wednesday,image,Travel,External,1,155,0,6,15,4043,840,105,6
2025-08-23,10,Saturday,reel,Beauty,External,1,164,4,8,29,13212,166,135,5
2025-02-23,14,Sunday,reel,Technology,External,0,335,6,15,34,8259,862,103,12
2024-12-20,7,Friday,image,Food,Reels Feed,1,385,16,20,55,8266,752,115,5
2025-02-16,6,Sunday,image,Fitness,External,0,680,13,43,110,14146,795,129,4
2025-05-16,13,Friday,image,Technology,Home Feed,1,198,8,6,33,10183,44,113,4
2025-08-30,14,Saturday,image,Fitness,Home Feed,1,694,16,35,122,16182,37,139,5
2025-04-01,6,Tuesday,carousel,Comedy,Reels Feed,0,204,10,7,27,9028,399,121,11
2024-12-06,10,Friday,carousel,Technology,Reels Feed,0,171,8,7,25,4845,20,121,4
2025-03-22,10,Saturday,carousel,Fashion,External,0,310,11,16,40,6977,122,119,6
2025-09-07,8,Sunday,image,Fashion,Profile,0,139,7,8,26,5389,521,138,8
2025-10-29,19,Wednesday,carousel,Fitness,Reels Feed,0,36,2,2,3,1829,997,122,5
2025-02-01,18,Saturday,image,Comedy,External,0,202,8,9,26,6419,457,125,9
2024-11-19,18,Tuesday,reel,Fitness,External,0,327,5,22,47,5954,256,122,14
2024-12-31,20,Tuesday,reel,Music,Profile,1,35,0,2,4,5150,263,134,9
2025-08-11,9,Monday,reel,Fashion,Hashtags,0,631,17,24,100,10930,23,103,4
2025-04-08,2,Tuesday,reel,Travel,External,0,179,7,6,32,7291,203,121,6
2025-11-18,8,Tuesday,image,Fitness,Profile,0,259,7,13,40,7274,686,128,8
2025-01-09,15,Thursday,image,Fitness,Reels Feed,0,117,0,8,13,7607,743,120,8
2025-06-10,13,Tuesday,carousel,Photography,Profile,1,216,6,8,34,4900,719,127,11
2025-03-07,16,Friday,reel,Lifestyle,Profile,1,481,14,23,65,11409,580,124,10
2025-10-09,5,Thursday,carousel,Lifestyle,External,0,171,6,8,26,3001,485,102,9
2025-02-25,6,Tuesday,image,Beauty,Reels Feed,0,141,7,5,28,4999,777,110,7
2025-10-13,0,Monday,image,Comedy,External,1,83,1,7,9,7180,735,121,7
2024-11-20,20,Wednesday,carousel,Fashion,Explore,1,223,2,15,30,5699,244,127,3
2025-04-16,13,Wednesday,image,Fashion,Hashtags,1,255,10,14,36,5671,164,122,8
2024-12-30,11,Monday,carousel,Lifestyle,Profile,0,51,1,4,6,1116,831,121,7
2025-03-01,5,Saturday,image,Fitness,Hashtags,0,472,7,27,78,8755,46,120,9
2025-05-27,3,Tuesday,carousel,Fitness,External,1,148,5,6,23,4664,0,110,10
2025-03-26,19,Wednesday,carousel,Fashion,Profile,0,61,2,4,8,1653,900,142,6
2025-10-19,20,Sunday,reel,Comedy,Hashtags,0,332,11,15,56,10055,927,106,12
2025-07-17,4,Thursday,image,Food,External,0,136,3,5,28,12611,609,128,9
2025-04-10,21,Thursday,reel,Music,Profile,1,44,1,4,6,3813,715,115,9
2025-11-19,13,Wednesday,reel,Photography,Explore,0,434,13,22,61,10686,129,121,9
2025-08-09,2,Saturday,carousel,Fashion,Explore,0,36,2,1,6,5429,562,110,6
2025-01-09,14,Thursday,image,Beauty,External,1,240,10,15,30,3589,496,121,8
2025-05-13,19,Tuesday,reel,Food,External,0,2619,69,115,387,45766,383,121,9
2025-07-16,20,Wednesday,image,Fashion,Reels Feed,1,465,13,25,77,12196,208,102,5
2025-01-07,17,Tuesday,carousel,Photography,Explore,1,230,6,13,36,8470,670,124,9
2025-01-12,11,Sunday,carousel,Lifestyle,Hashtags,1,286,9,20,36,5712,296,108,15
2025-06-25,19,Wednesday,carousel,Fashion,Home Feed,1,34,0,2,7,920,726,123,7
2025-02-25,22,Tuesday,image,Food,Home Feed,1,53,3,3,6,3745,789,140,7
2025-09-20,15,Saturday,image,Music,Profile,0,285,10,18,43,4867,786,152,7
2024-12-01,3,Sunday,carousel,Fitness,External,0,49,1,2,5,1252,681,100,9
2025-08-09,23,Saturday,image,Technology,Hashtags,1,20,0,1,2,1698,606,122,6
2025-09-20,0,Saturday,image,Lifestyle,Hashtags,0,192,8,9,26,14504,147,121,9
2025-09-17,8,Wednesday,carousel,Food,Home Feed,1,256,13,12,36,6837,773,91,4
2025-10-16,4,Thursday,image,Beauty,Hashtags,0,82,3,4,6,4216,452,125,8
2025-03-04,17,Tuesday,carousel,Beauty,Hashtags,1,419,15,32,59,8988,914,121,11
2024-12-26,21,Thursday,image,Travel,External,0,57,0,6,8,3545,947,102,9
2025-05-02,3,Friday,image,Technology,External,0,89,1,3,23,4632,328,106,3
2025-07-17,7,Thursday,carousel,Fashion,Profile,0,239,5,17,27,6715,246,126,4
2025-04-27,23,Sunday,image,Travel,Profile,0,123,3,9,0,3180,751,124,10
2025-10-01,9,Wednesday,carousel,Beauty,Explore,0,173,4,12,27,14656,95,135,7
2025-03-27,6,Thursday,image,Fashion,Hashtags,1,121,3,5,20,3752,382,110,10
2025-09-30,2,Tuesday,image,Travel,Reels Feed,0,277,8,12,38,7997,77,117,6
2025-01-10,9,Friday,image,Fashion,Profile,0,127,3,8,21,9438,914,119,4
2025-08-25,15,Monday,reel,Music,Home Feed,1,98,1,5,17,2814,167,117,7
2025-06-15,19,Sunday,image,Technology,Explore,0,100,1,6,13,2055,624,109,8
2025-07-12,2,Saturday,reel,Lifestyle,Explore,1,0,9,13,25,11037,311,138,12
2025-05-05,16,Monday,image,Lifestyle,Reels Feed,0,133,6,2,17,2512,41,121,7
2025-05-23,22,Friday,image,Lifestyle,Home Feed,0,0,4,3,7,1994,221,120,6
2024-12-09,9,Monday,reel,Beauty,Hashtags,0,153,4,7,19,7618,299,99,10
2025-03-29,23,Saturday,carousel,Music,Hashtags,1,224,13,16,40,6017,700,108,5
2025-09-16,10,Tuesday,reel,Photography,Reels Feed,0,479,13,18,68,12453,48,125,8
2025-01-19,7,Sunday,carousel,Technology,Hashtags,1,124,5,9,14,7700,326,121,5
2025-10-24,7,Friday,image,Food,Hashtags,0,853,20,31,142,18078,887,127,10
2025-08-12,14,Tuesday,image,Comedy,External,0,309,10,16,42,8326,119,130,5
2025-09-18,16,Thursday,carousel,Photography,Reels Feed,0,97,1,3,21,5859,947,122,6
2025-02-15,0,Saturday,carousel,Food,External,1,261,9,9,40,5769,328,117,7
2025-02-19,9,Wednesday,carousel,Lifestyle,Explore,0,361,9,20,64,13514,456,116,9
2024-12-06,15,Friday,image,Food,Reels Feed,0,594,18,27,85,20090,770,112,9
2025-09-26,4,Friday,reel,Fashion,Home Feed,0,287,9,10,38,6734,995,108,8
2025-08-03,10,Sunday,carousel,Fashion,Reels Feed,1,233,5,7,29,5032,600,129,10
2025-08-21,18,Thursday,image,Food,External,0,203,6,6,29,3687,825,137,7
2025-09-11,0,Thursday,reel,Fitness,Hashtags,1,139,3,6,19,4622,223,125,8
2025-07-27,10,Sunday,image,Travel,Reels Feed,0,78,4,2,3,1859,498,118,12
2025-07-09,17,Wednesday,reel,Comedy,External,0,595,16,0,102,10116,493,129,8
2025-02-24,7,Monday,image,Beauty,Explore,0,185,10,9,32,6529,704,144,7
2025-10-03,20,Friday,reel,Food,Home Feed,0,34,0,1,3,2369,856,133,3
2025-09-22,13,Monday,carousel,Technology,External,0,876,15,36,135,6368,952,123,7
2024-11-25,19,Monday,image,Fitness,External,0,566,13,23,0,13960,504,120,13
2025-01-02,1,Thursday,image,Music,Hashtags,0,444,12,19,58,8693,342,136,11
2025-07-22,7,Tuesday,carousel,Fitness,Profile,0,119,3,7,21,5764,255,107,6
2025-02-16,21,Sunday,carousel,Comedy,Hashtags,0,302,6,18,48,12131,805,126,9
2024-12-23,10,Monday,carousel,Technology,External,0,320,7,17,46,4963,21,124,4
2025-07-19,7,Saturday,image,Fitness,Profile,1,233,3,9,51,6002,781,121,6
2025-11-01,0,Saturday,carousel,Beauty,Explore,0,29,1,1,4,1210,432,105,5
2025-01-16,14,Thursday,carousel,Travel,Home Feed,0,411,6,19,56,13571,481,109,4
2025-09-30,18,Tuesday,reel,Technology,Profile,0,219,6,9,40,11419,789,116,8
2025-02-20,16,Thursday,reel,Fashion,Reels Feed,1,730,24,39,102,14870,881,131,9
2025-11-01,19,Saturday,reel,Beauty,Reels Feed,1,126,5,5,16,12799,737,126,11
2025-03-17,20,Monday,image,Lifestyle,Profile,0,114,1,9,14,2714,712,122,9
2025-05-25,14,Sunday,image,Music,External,0,234,6,12,35,15715,589,120,10
2025-06-01,21,Sunday,image,Comedy,Explore,1,168,8,6,0,7533,364,128,10
2025-01-26,12,Sunday,carousel,Comedy,Hashtags,0,298,7,18,56,33461,154,134,9
2025-10-28,5,Tuesday,carousel,Food,Hashtags,0,116,1,4,15,5311,569,122,7
2025-01-21,22,Tuesday,carousel,Comedy,Hashtags,0,317,11,16,49,9263,714,119,6
2025-06-02,21,Monday,carousel,Comedy,External,0,37,0,1,2,2973,738,130,7
2024-12-28,2,Saturday,carousel,Travel,Explore,0,174,5,9,29,5016,270,122,7
2025-04-14,14,Monday,image,Music,Hashtags,0,93,1,6,12,2248,40,119,4
2025-09-16,17,Tuesday,carousel,Travel,Home Feed,0,215,3,9,36,8826,267,118,10
2025-07-23,12,Wednesday,image,Fashion,External,1,191,6,11,23,3691,996,117,5
2025-06-14,14,Saturday,image,Technology,Home Feed,0,333,9,13,52,6940,395,104,10
2025-09-18,23,Thursday,image,Fitness,External,1,49,0,4,6,2473,680,124,8
2025-07-14,21,Monday,reel,Music,Hashtags,0,185,9,9,30,5729,401,121,11
2025-07-15,11,Tuesday,image,Fitness,Hashtags,0,241,5,10,43,4897,431,110,5
2025-06-10,15,Tuesday,image,Lifestyle,Home Feed,0,78,3,1,10,4176,797,119,4
2025-09-26,11,Friday,reel,Travel,Hashtags,1,803,18,39,126,17760,149,124,7
2025-03-22,16,Saturday,carousel,Beauty,External,1,795,20,42,117,13007,395,118,5
2025-10-02,12,Thursday,image,Fitness,External,1,197,5,12,20,3748,372,132,8
2025-08-10,8,Sunday,image,Beauty,Hashtags,0,602,23,29,77,19640,766,111,7
2025-01-16,17,Thursday,image,Food,Reels Feed,0,0,26,66,157,23742,147,118,5
2025-01-27,9,Monday,image,Music,External,0,47,1,3,5,5335,242,119,4
2025-09-25,12,Thursday,reel,Food,Profile,1,549,13,25,80,15991,519,124,11
2025-10-02,10,Thursday,reel,Technology,External,0,153,5,9,14,3406,35,123,9
2025-04-04,20,Friday,reel,Food,Hashtags,1,412,17,25,57,26687,944,112,10
2025-07-17,17,Thursday,image,Beauty,Profile,0,311,6,17,41,6083,840,135,6
2025-07-01,8,Tuesday,carousel,Comedy,Hashtags,0,32,1,2,6,4419,927,124,8
2024-12-30,18,Monday,carousel,Travel,Explore,0,891,16,56,136,14634,761,109,9
2025-10-11,10,Saturday,image,Food,Reels Feed,1,1122,35,51,153,19897,215,103,7
2024-11-28,17,Thursday,carousel,Technology,Profile,0,110,2,6,16,3322,989,109,7
2024-12-24,7,Tuesday,image,Music,Explore,1,314,13,21,60,8012,226,120,7
2025-01-17,17,Friday,image,Photography,External,0,88,2,4,19,8479,968,136,8
2024-11-30,13,Saturday,reel,Technology,Profile,0,337,10,15,50,15101,144,145,6
2025-02-23,18,Sunday,image,Travel,Profile,1,513,21,37,86,9471,607,119,8
2025-04-01,0,Tuesday,reel,Fitness,Explore,1,209,0,11,28,5556,659,124,6
2025-06-15,5,Sunday,image,Fashion,Hashtags,0,136,4,8,20,3010,134,107,9
2025-09-11,17,Thursday,carousel,Music,Home Feed,0,898,24,54,135,15352,28,118,9
2025-05-23,16,Friday,carousel,Beauty,Home Feed,1,382,12,15,55,7826,308,112,12
2025-06-20,13,Friday,reel,Fashion,External,0,79,1,3,15,2625,782,129,12
2025-01-21,19,Tuesday,reel,Technology,Home Feed,0,208,9,9,34,5911,1,107,2
2025-05-26,12,Monday,image,Technology,Reels Feed,0,194,8,12,25,4477,85,122,7
2025-07-04,14,Friday,carousel,Technology,Explore,1,597,14,31,83,16665,678,105,11
2025-03-11,7,Tuesday,image,Fashion,Profile,1,369,12,13,61,7448,262,109,7
2025-11-19,18,Wednesday,image,Food,Home Feed,0,103,1,10,22,7071,416,113,9
2025-04-15,7,Tuesday,image,Travel,Reels Feed,0,43,1,1,6,4719,325,125,11
2025-03-20,21,Thursday,image,Music,Profile,0,124,4,5,15,5626,751,105,11
2025-11-10,20,Monday,image,Travel,Explore,1,163,6,7,30,8219,233,122,7
2024-12-19,16,Thursday,image,Music,Reels Feed,0,134,9,9,19,5985,924,135,9
2025-03-25,8,Tuesday,carousel,Music,Profile,0,402,7,20,66,7546,309,101,9
2025-10-20,17,Monday,reel,Fitness,Home Feed,0,136,3,4,17,11181,117,125,6
2025-09-28,8,Sunday,image,Technology,Profile,0,48,1,3,9,4851,743,124,9
2025-06-27,20,Friday,carousel,Photography,Reels Feed,0,949,35,49,144,19746,353,131,9
2025-07-21,2,Monday,reel,Lifestyle,Home Feed,1,81,1,3,16,4346,381,104,10
2025-06-27,15,Friday,image,Travel,Reels Feed,1,98,3,6,0,12153,808,125,10
2025-07-03,6,Thursday,reel,Fitness,Profile,0,260,4,15,0,9867,226,128,7
2025-06-08,16,Sunday,carousel,Technology,External,1,278,7,16,29,5103,667,133,5
2025-01-14,20,Tuesday,carousel,Comedy,External,0,456,13,25,90,7156,544,122,9
2024-12-24,20,Tuesday,image,Comedy,Profile,0,468,16,25,67,18042,862,115,9
2025-07-01,13,Tuesday,carousel,Food,Reels Feed,0,173,5,8,21,3204,459,115,7
2025-08-26,10,Tuesday,carousel,Fashion,Home Feed,0,436,9,16,69,8159,427,133,11
2025-07-24,13,Thursday,carousel,Comedy,Reels Feed,0,365,6,17,59,5354,311,121,10
2025-08-28,6,Thursday,reel,Beauty,Reels Feed,0,35,0,3,3,4225,118,126,8
2025-07-10,23,Thursday,image,Technology,External,1,107,4,4,14,4439,402,119,10
2025-09-23,15,Tuesday,reel,Lifestyle,Explore,0,114,4,6,17,3366,224,118,9
2025-02-05,23,Wednesday,reel,Photography,Hashtags,0,346,7,20,58,13271,425,126,7
2025-10-08,0,Wednesday,image,Technology,Reels Feed,1,27,0,4,0,3532,906,103,9
2025-05-11,19,Sunday,image,Comedy,Home Feed,1,198,6,16,35,5989,201,138,10
2024-12-15,21,Sunday,image,Lifestyle,Hashtags,0,175,2,11,23,8576,912,116,10
2025-07-22,9,Tuesday,carousel,Photography,External,0,1014,31,54,162,16239,393,125,11
2024-12-10,10,Tuesday,image,Food,Hashtags,1,69,4,5,11,1044,406,117,10
2025-01-10,14,Friday,image,Food,Reels Feed,0,230,5,9,33,6851,88,121,9
2025-10-26,17,Sunday,reel,Fitness,External,0,42,1,2,7,1168,188,123,7
2025-03-18,15,Tuesday,image,Photography,Hashtags,1,253,9,11,29,5468,72,115,12
2025-06-20,22,Friday,carousel,Photography,Explore,0,242,7,10,30,3759,336,135,11
2025-02-11,13,Tuesday,carousel,Beauty,Reels Feed,1,281,16,11,44,10998,756,117,9
2025-06-02,20,Monday,reel,Photography,Explore,0,278,8,18,35,9112,341,126,8
2025-06-01,4,Sunday,carousel,Comedy,Profile,1,242,10,11,46,6991,913,135,4
2025-02-28,14,Friday,reel,Beauty,Reels Feed,1,310,0,13,42,8990,116,117,3
2025-04-25,11,Friday,carousel,Photography,Hashtags,0,47,2,0,7,3465,431,114,6
2025-10-16,20,Thursday,carousel,Travel,Profile,0,701,22,35,109,28173,444,138,9
2025-08-14,20,Thursday,reel,Fitness,Reels Feed,0,87,1,4,11,5901,212,125,9
2025-02-01,15,Saturday,carousel,Fitness,External,0,355,14,15,44,13683,46,107,9
2025-04-30,19,Wednesday,carousel,Travel,Explore,0,710,31,32,96,20065,385,89,4
2025-04-22,10,Tuesday,image,Beauty,Profile,0,146,4,5,20,7191,643,127,11
2025-08-26,23,Tuesday,image,Food,Home Feed,0,420,12,16,59,30262,119,89,8
2025-06-25,19,Wednesday,image,Travel,External,0,99,2,6,13,1976,408,140,8
2025-05-18,15,Sunday,carousel,Technology,Explore,0,237,0,11,36,6019,572,107,4
2025-03-18,7,Tuesday,reel,Fashion,Hashtags,1,889,19,46,0,17382,109,125,11
2025-10-09,22,Thursday,image,Lifestyle,Home Feed,0,305,9,12,44,6964,992,112,10
2025-10-03,7,Friday,image,Food,Reels Feed,1,64,0,2,7,2186,454,116,9
2025-02-18,1,Tuesday,carousel,Food,Home Feed,0,1144,30,61,159,21934,901,129,7
2025-02-20,3,Thursday,image,Music,Explore,0,129,4,6,17,2659,32,120,11
2025-08-23,2,Saturday,carousel,Food,Reels Feed,1,65,1,4,12,3308,318,122,13
2025-04-21,22,Monday,reel,Fitness,Profile,0,179,0,10,24,3999,629,93,10
2025-08-20,8,Wednesday,carousel,Food,Profile,0,450,13,17,68,11923,419,110,6
2024-12-13,15,Friday,carousel,Technology,Home Feed,1,567,11,22,88,15401,219,117,9
2025-04-08,12,Tuesday,carousel,Food,Explore,1,59,2,2,0,4312,519,116,6
2025-03-16,12,Sunday,carousel,Photography,Home Feed,0,143,4,6,26,9527,170,130,7
2025-01-08,5,Wednesday,carousel,Fitness,Explore,0,309,12,9,75,1875,969,117,10
2025-07-17,19,Thursday,image,Travel,Profile,0,169,2,10,32,5010,77,128,10
2025-01-07,3,Tuesday,reel,Travel,Home Feed,0,2163,78,90,372,12160,344,121,6
2025-02-03,18,Monday,reel,Comedy,External,0,401,14,20,68,7800,451,125,8
2024-12-28,21,Saturday,image,Fashion,Profile,0,589,24,35,88,12510,720,132,10
2025-08-21,11,Thursday,reel,Fashion,External,0,35,1,2,0,2727,665,113,12
2025-02-05,2,Wednesday,image,Photography,External,0,200,7,8,35,6396,189,104,18
2025-10-31,20,Friday,image,Fashion,Home Feed,0,104,6,3,15,5937,711,128,4
2025-02-13,4,Thursday,carousel,Food,Explore,1,649,13,36,97,12446,113,117,6
2025-11-15,4,Saturday,reel,Travel,Explore,0,63,2,1,10,2106,449,102,8
2025-10-17,10,Friday,image,Food,Explore,1,57,3,1,10,4293,730,125,15
2025-04-25,22,Friday,carousel,Music,Explore,0,62,5,1,17,1325,702,124,8
2025-06-12,13,Thursday,reel,Comedy,Reels Feed,0,421,7,28,60,10570,334,109,6
2025-08-28,20,Thursday,reel,Travel,Profile,0,44,1,5,1,4020,800,126,5
2025-09-10,16,Wednesday,image,Fashion,External,0,60,0,2,12,3969,9,101,5
2025-10-08,6,Wednesday,carousel,Lifestyle,Hashtags,0,118,3,9,12,3128,37,131,3
2025-07-02,6,Wednesday,carousel,Food,Home Feed,1,180,5,14,30,5203,220,119,11
2024-12-27,2,Friday,carousel,Technology,Home Feed,0,696,24,41,87,17940,124,112,6
2025-11-01,5,Saturday,carousel,Lifestyle,External,1,364,10,22,60,14194,716,109,5
2025-10-14,13,Tuesday,image,Technology,Reels Feed,1,50,1,1,7,5377,987,120,10
2025-04-09,20,Wednesday,image,Music,Profile,1,105,4,7,9,2103,591,111,4
2025-10-19,16,Sunday,carousel,Fashion,Reels Feed,1,1780,54,109,269,41398,434,126,6
2025-07-12,6,Saturday,reel,Food,Reels Feed,0,263,11,16,0,4643,457,113,9
2025-05-08,19,Thursday,reel,Food,Reels Feed,1,125,3,2,27,9784,630,110,8
2024-12-03,1,Tuesday,image,Technology,Reels Feed,0,149,3,6,19,6434,445,120,11
2025-08-05,17,Tuesday,carousel,Food,Reels Feed,0,127,4,5,0,8420,320,121,8
2025-07-29,7,Tuesday,image,Music,External,0,180,2,3,23,6648,576,114,5
2025-06-14,12,Saturday,image,Fitness,Reels Feed,0,150,4,4,22,8537,400,134,10
2025-01-04,18,Saturday,carousel,Fitness,Home Feed,0,377,8,28,61,8013,100,110,7
2025-10-11,5,Saturday,image,Technology,Profile,0,204,6,10,34,4214,621,107,6
2025-01-04,23,Saturday,image,Fashion,Explore,1,101,2,7,19,8064,120,114,9
2024-12-12,22,Thursday,carousel,Technology,External,0,163,3,7,21,3675,741,110,8
2025-04-11,18,Friday,image,Beauty,Reels Feed,0,335,14,11,47,5575,29,140,10
2025-01-17,17,Friday,carousel,Food,Hashtags,0,138,6,2,24,4173,323,140,11
2025-05-07,23,Wednesday,reel,Food,Profile,0,196,9,0,24,7203,748,102,6
2025-08-07,6,Thursday,image,Fitness,Explore,1,543,21,33,81,8210,938,103,11
2025-05-09,1,Friday,carousel,Lifestyle,External,1,18,1,0,4,1916,75,117,5
2025-08-20,20,Wednesday,image,Technology,Reels Feed,0,233,3,21,27,4430,839,94,9
2024-12-09,4,Monday,carousel,Fashion,Explore,0,362,6,20,52,6478,105,122,12
2025-03-31,9,Monday,reel,Fitness,Reels Feed,0,183,5,7,22,4679,369,112,8
2025-03-16,17,Sunday,carousel,Technology,Explore,0,0,9,14,53,6562,777,108,14
2024-12-31,7,Tuesday,image,Travel,Explore,0,167,3,2,24,5999,421,129,7
2025-07-29,10,Tuesday,reel,Fashion,Hashtags,0,342,14,20,40,8544,9,129,9
2025-05-31,15,Saturday,carousel,Fashion,Hashtags,1,260,8,13,39,7982,436,122,10
2025-09-02,1,Tuesday,carousel,Photography,Profile,1,283,9,13,45,10537,927,139,4
2025-01-26,22,Sunday,carousel,Lifestyle,Profile,0,123,1,5,12,3272,928,135,6
2025-06-20,21,Friday,image,Music,Profile,1,80,3,2,16,3956,182,135,9
2024-12-09,22,Monday,reel,Fashion,Reels Feed,1,28,2,2,3,874,268,121,5
2025-07-02,8,Wednesday,image,Photography,Explore,0,176,0,11,27,8439,284,126,8
2025-04-30,20,Wednesday,image,Food,Profile,0,277,8,19,47,5925,915,116,7
2025-08-01,22,Friday,reel,Technology,Reels Feed,1,184,7,15,28,11577,914,111,3
2025-06-04,13,Wednesday,image,Comedy,Profile,0,200,7,7,36,4953,538,113,6
2025-09-18,19,Thursday,image,Comedy,Hashtags,0,218,7,14,26,5299,11,139,5
2025-06-09,19,Monday,carousel,Lifestyle,Home Feed,1,277,9,17,0,6245,690,127,6
2025-06-27,8,Friday,carousel,Food,Profile,0,929,30,40,121,19994,356,112,8
2024-12-22,6,Sunday,image,Fashion,External,0,125,2,11,17,3255,639,125,8
2025-08-17,23,Sunday,reel,Food,Hashtags,0,70,4,1,14,1402,418,117,10
2025-01-02,8,Thursday,carousel,Photography,Explore,0,744,18,36,114,4857,422,132,15
2025-06-29,10,Sunday,image,Travel,Profile,0,209,5,10,0,10409,645,121,5
2025-10-27,6,Monday,carousel,Music,Explore,1,204,5,8,22,13315,90,120,7
2025-03-31,4,Monday,image,Beauty,Home Feed,0,413,9,14,66,6987,696,127,10
2025-04-27,3,Sunday,image,Music,Hashtags,0,155,11,9,36,4154,319,118,7
2024-12-02,10,Monday,carousel,Fashion,Explore,0,108,6,8,12,4239,107,143,11
2025-11-07,3,Friday,carousel,Food,Home Feed,1,71,0,5,13,2448,418,101,8
2025-08-13,22,Wednesday,image,Music,Hashtags,0,453,11,26,66,9417,225,115,7
2025-10-18,16,Saturday,reel,Technology,External,0,179,5,10,27,5482,616,120,3
2025-06-16,16,Monday,carousel,Music,Home Feed,0,237,11,10,0,10477,554,108,4
2024-11-22,7,Friday,image,Photography,Home Feed,1,117,3,11,20,3891,544,116,3
2025-03-10,5,Monday,carousel,Music,Hashtags,0,415,7,20,62,9168,352,127,11
2025-08-31,16,Sunday,reel,Technology,Reels Feed,0,172,0,5,35,3160,505,106,5
2025-02-27,10,Thursday,image,Beauty,Explore,1,96,2,11,17,1935,275,126,3
2025-03-19,20,Wednesday,reel,Beauty,Hashtags,1,162,6,11,17,3305,65,130,9
2025-07-14,11,Monday,carousel,Technology,External,0,133,2,9,24,5281,160,111,6
2025-06-05,7,Thursday,carousel,Food,Home Feed,1,130,4,2,26,16919,589,105,7
2025-05-08,0,Thursday,reel,Travel,External,0,1683,46,79,233,27597,942,103,6
2024-12-15,7,Sunday,carousel,Fashion,External,1,70,2,2,7,3971,80,118,9
2024-12-06,18,Friday,carousel,Lifestyle,Profile,1,360,8,13,63,18036,627,134,7
2025-08-19,18,Tuesday,reel,Comedy,External,0,832,23,48,105,22354,389,121,7
2025-04-26,3,Saturday,reel,Food,Home Feed,0,39,0,2,4,2528,602,124,10
2025-04-24,23,Thursday,reel,Music,Explore,0,43,3,3,6,2616,937,120,9
2024-11-26,7,Tuesday,reel,Comedy,Reels Feed,0,91,0,2,14,3055,473,128,13
2025-05-13,17,Tuesday,reel,Comedy,Home Feed,0,110,5,4,12,12609,357,127,10
2025-04-10,1,Thursday,reel,Technology,Reels Feed,0,121,0,6,14,2849,947,115,6
2025-07-22,20,Tuesday,image,Fitness,Explore,0,753,30,33,114,6356,25,130,10
2025-08-10,0,Sunday,reel,Travel,Profile,0,114,3,5,14,4338,428,118,12
2025-03-22,7,Saturday,image,Travel,Home Feed,0,522,12,29,88,10057,557,122,4
2025-04-18,8,Friday,carousel,Fitness,External,0,188,6,12,25,3359,944,126,13
2025-06-04,19,Wednesday,image,Fashion,Home Feed,0,90,4,3,15,1557,861,106,13
2025-03-21,7,Friday,image,Fitness,External,0,131,7,4,24,5259,565,136,12
2025-04-10,14,Thursday,carousel,Lifestyle,Home Feed,1,255,9,8,23,7544,68,130,7
2025-09-01,13,Monday,image,Lifestyle,Reels Feed,0,130,3,10,19,2999,918,139,13
2025-04-28,1,Monday,image,Technology,External,0,134,3,2,19,9044,763,141,11
2025-08-29,10,Friday,carousel,Music,Profile,0,178,3,10,27,4428,55,121,12
2025-06-15,6,Sunday,image,Comedy,External,0,441,27,21,57,12312,137,112,5
2025-09-20,20,Saturday,image,Travel,Profile,0,95,2,4,14,1991,55,115,7
2024-11-30,13,Saturday,reel,Travel,Explore,0,32,0,1,3,2495,934,131,9
2025-01-24,9,Friday,image,Fitness,External,1,2679,87,105,438,15405,385,115,6
2025-11-10,13,Monday,image,Fitness,Home Feed,0,71,2,4,11,4094,224,102,8
2025-07-05,18,Saturday,reel,Fitness,Home Feed,0,30,0,1,2,1374,659,112,7
2025-02-26,18,Wednesday,image,Fashion,External,0,24,1,1,2,3123,896,128,12
2025-08-11,16,Monday,reel,Fitness,Explore,0,95,3,9,15,6053,49,114,12
2025-08-12,0,Tuesday,image,Music,Hashtags,1,453,11,18,69,15530,240,115,4
2025-01-28,10,Tuesday,image,Comedy,Reels Feed,0,62,0,1,10,3052,788,107,4
2024-11-26,23,Tuesday,carousel,Food,External,0,80,2,3,14,1779,716,123,8
2025-11-01,9,Saturday,image,Food,Explore,1,25,1,0,5,3055,861,130,10
2025-07-14,15,Monday,reel,Music,Profile,0,96,0,2,16,3439,679,126,11
2025-07-15,4,Tuesday,reel,Photography,External,1,390,15,17,52,13610,630,106,7
2025-03-26,7,Wednesday,image,Lifestyle,Profile,1,417,12,27,63,7683,656,138,8
2024-11-22,3,Friday,image,Food,Profile,0,197,5,6,40,5140,934,111,9
2025-02-14,6,Friday,reel,Fashion,Profile,0,84,4,4,16,5594,82,123,8
2024-12-21,9,Saturday,reel,Photography,Reels Feed,0,176,3,13,23,5285,584,121,12
2025-10-09,10,Thursday,carousel,Beauty,Hashtags,0,761,28,46,96,10876,953,110,11
2025-01-09,20,Thursday,reel,Fashion,Reels Feed,0,109,2,4,16,2476,911,120,7
2025-06-06,3,Friday,image,Travel,Hashtags,0,425,9,20,82,8149,967,154,9
